[6.770571730888132, 1.539091762478388]
[9.93952389293938, -0.4202449004760298]
[8.34693144754259, -2.112593154173749]
[8.56943809365431, 0.5564094541691925]
[7.698682727811358, 1.6440255009341893]
[6.757110865023689, 1.7739960092284752]
[9.051773208922514, 2.1354694941224825]
[8.978482959090249, -0.7620375960791212]
[7.842987720218677, -1.606136754344308]
[8.432662667136258, -1.329576945322662]
[9.570643682472403, 1.1847221646489072]
[7.810195730684889, -2.923436031938434]
[7.61264753030171, 1.875764006883259]
[6.424634047243138, -2.555289158094359]
[6.9786161302067775, -0.6241319243769442]
[7.470115285991451, -0.1584253746263401]
[9.83366961942833, 1.5379739502576095]
[7.161065718903104, 1.340424660241106]
[9.78169859768022, 2.9108277332878068]
[9.50787984242544, -1.9716255010538524]
[9.589273173824115, 0.07819082077914419]
[7.7702735785425645, -0.34491177312019583]
[8.053265776265523, 1.3272972157927156]
[8.491999459142363, 2.18270188844145]
[6.472677782298948, 0.45517409024604294]
[7.753981486325876, 0.6612978694241718]
[8.509688308459385, 2.9281082235185005]
[8.119177763424425, -0.32119268465416195]
[7.937119785591216, 0.09988730413580682]
[6.149595374823349, 0.17601144247788003]
[9.628459355786392, -2.114276606439764]
[8.183504126944667, 2.568068017802516]
[8.826481438134428, 1.832513175240551]
[6.116996045061229, 1.023327806029939]
[6.034084603742439, -1.2751260569728617]
[7.891978192083037, 1.4097977484106443]
[9.680516602434931, 2.5690896955690805]
[6.426896475555228, 0.19363080558442292]
[6.875424392259061, 2.739057026570697]
[7.753849407758574, 1.1963682119467998]
[9.976187108003497, 0.37600977831789273]
[9.133422552647328, 2.9984918851547437]
[9.325016897912118, 2.072539800464957]
[8.197846845269773, 2.165452980627124]
[8.346300363612745, 2.903819215533545]
[9.730341651674628, -2.4102016624561715]
[6.805835206359452, 0.37257293769056565]
[6.11954069831926, 1.8711670406433734]
[9.772646702936836, -2.8109542243819567]
[9.518936183378464, 1.635844314010471]
[9.581345601475581, 1.7881506519645234]
[9.321881477793298, -2.5004449053610975]
[8.279503778350959, 1.5316054443107503]
[7.682007409120691, 2.9476891059641703]
[6.052235688159306, -1.5791139264572167]
[9.542123334730253, 2.102685017471977]
[9.276060017406222, 2.6148936470578383]
[8.57693915339108, -0.7171848660687978]
[9.4593599486476, -1.6368274902765039]
[9.331504619875215, 1.3884018429487535]
[6.883079246557635, 0.7045852369048307]
[9.818845053373096, 1.4410250356654255]
[8.803959215830274, 2.8469873462489863]
[8.16371631868294, 2.363454643968371]
[7.341814821146052, -0.8821194725937677]
[8.075266144575613, -2.813315147384633]
[8.80198215357682, 2.012616075757448]
[6.476445968656752, 0.17000226900804571]
[9.707609827915988, -0.9288178974407585]
[6.0840625944302715, 0.36421563322214445]
[9.0445933317036, -2.3834318461168627]
[8.897530935929515, 1.0958847892655876]
[7.131807633684199, -0.66946202541544]
[9.746839012712808, 1.123527644245628]
[8.271207193569298, 0.43732635859839153]
[8.413171217096728, 0.30013279484680455]
[7.942735380997751, 0.0838990955133534]
[9.898388359170033, -2.6084668395267805]
[7.501148717331032, 2.105228460660558]
[6.542306217396457, 2.2330623208515235]
[9.476339546686427, 0.44482120101939404]
[7.461257261211872, -2.7443174827951076]
[6.218094517263943, 1.0303484970236427]
[7.471505411360023, -2.2794726434540986]
[7.404082603047316, 1.059254948563129]
[9.26401674647984, 0.2508639606764287]
[6.147781361047269, 2.227968219647014]
[8.788452421913341, -0.38339582904528235]
[6.213511030011185, -1.7888358799544308]
[8.154262269259865, -1.4365145493192437]
[7.526245037135153, 2.2881673418567874]
[6.244206508947425, -1.1940329780888206]
[7.918436023065769, 2.8337940436068076]
[9.174807376696632, 2.043620430394229]
[8.140764572455094, -2.5091937639133737]
[9.297364403047482, -2.340702617139497]
[7.710372119392592, 2.6659040554064948]
[9.879505111039485, -2.65516199439932]
[8.96397945602483, -0.16781567917444673]
[9.899039678707048, 0.023341641362934484]
[7.865228539773618, 2.835263492688506]
[8.815917922123518, -2.584398688655332]
[6.609511443638618, -0.6312276965215332]
[9.394583814665449, -1.9217510567728653]
[8.043532374611539, -1.4558677777043845]
[7.317896378668447, -0.3901078538927458]
[6.258124849103908, 1.935864198573358]
[9.49409142324173, -0.3172382994774394]
[6.532959467056273, -2.6203101070922368]
[8.052841410962158, 2.4711636962805694]
[9.77305526480069, -0.9414854314267075]
[8.820695139161995, -1.8197907369553548]
[9.882745308638865, 0.40105257041920117]
[9.674277331055022, -0.5303580877671724]
[8.51559606019556, 0.9038534475298604]
[8.039762888709198, 0.34341351906462503]
[8.010116704516285, -2.395764060524618]
[7.28624289219425, -1.5880452076994593]
[7.477479061598944, 1.495762694838134]
[7.486877075628678, -0.9990216315962704]
[9.651363341324053, 2.3593134423803113]
[7.486038882318864, 0.15779946830866598]
[6.205233500136693, -0.2701817510744864]
[7.45104708265764, 2.0301757774357636]
[7.107029358631341, -0.7874583906446408]
[9.245996047586072, -1.4543554415967206]
[9.885385109874642, -0.9480243976512835]
[7.2418752586115955, -1.0977218542445177]
[6.339846041624682, -1.4464951089946338]
[6.412906990116475, -0.6878256843350795]
[7.287101314657037, 2.2658040938194057]
[8.900080397663858, 1.9358152783233529]
[9.874090424586486, 2.4071686742287923]
[8.94768069620733, 2.4643372587632686]
[9.319499017569271, 0.22780566819035541]
[7.882877158413284, -1.2445449319532602]
[8.215184961926742, -2.7113727178620173]
[9.303868120839041, -1.8568817904337491]
[9.903774033197656, 0.5248821826763526]
[7.545632844000295, -2.4989396272249786]
[8.929251779417859, -2.8130717584154032]
[8.835759720628223, -1.293442312371855]
[7.7261115732565795, -0.5870111058850037]
[6.115656833468149, -0.13581462902941965]
[6.026937978865828, 0.09606872289426682]
[7.338645062459106, 1.9071620961703335]
[6.455630385711813, 0.04413401705082598]
[9.365201521583126, 1.572864977720442]
[7.4736286955487365, 2.949176441719838]
[7.78897396148041, -1.7875805902185276]
[6.676420079128304, -2.574941946853836]
[9.819054464795107, 1.6674200110265862]
[8.905201919716601, -2.1531974317567846]
[7.46840271893745, -0.9994819967528183]
[6.624756105399695, 0.9582766573587499]
[7.831859627557751, 0.7823457939803853]
[8.66892896828475, 1.014495871038557]
[7.101132671373032, -2.2678025745734653]
[9.635145113326992, -0.592973555800393]
[6.69965377964504, -1.8592568162917749]
[7.5779131920943295, 2.9352778272545867]
[6.690622519548517, -0.941302834525061]
[8.593083796495343, -0.1210544661690971]
[6.473669350431227, -2.5057828669379214]
[6.770692638627304, -2.119222994151804]
[9.702627974548585, 0.2054732096153845]
[8.027209499311569, 0.8175377766797809]
[8.594430597659475, -2.768271837485618]
[9.629193277890815, 2.9761111098942523]
[6.735174420997441, 0.21108101756416242]
[8.728793888265237, 1.7667557752702656]
[8.682060863068333, 1.026383412117157]
[8.022017804763198, 2.6264851201328403]
[9.016276704359496, 1.5257756506195064]
[6.842165796000881, -0.6101733721421715]
[8.893214408011943, -0.8429950310820495]
[9.718248307847476, -0.6766919152651744]
[6.6407936247093895, 1.5318973853749025]
[7.2110858178005826, 0.4291331894276872]
[7.439758820515433, 2.791198096958795]
[7.746107674255447, 2.827817435819997]
[6.399907236881573, 2.580465837887455]
[8.597811758826102, 1.4051450810496915]
[7.104489381621923, 2.3307948827479588]
[6.88375900136654, 0.9910042131758615]
[6.6743128112549694, 2.320196953121644]
[7.54679640793929, -2.1316132629920794]
[8.832499845782525, -0.003913167641259263]
[6.276233682873305, -0.9396636952712862]
[8.446439385458447, -0.44422799305796645]
[9.57058940255044, -1.235725658331729]
[6.607249032702187, -2.18417626382805]
[8.1377732102252, -0.2565758664677492]
[7.520680700049332, -1.3517660255234505]
[9.682120717961876, 2.171770440525558]
[7.475544063276371, -2.4261529488727938]
[8.315914921277713, 2.9738552499910162]
[6.586992425191936, -2.52585638017942]
[7.704973828654898, -0.20825000507876656]
[9.068119076025818, -0.14351205677965573]
[8.246162703667576, -0.2781834708104135]
[8.586029058234187, 1.5482721003976594]
[7.053848603446974, 2.4186433913422833]
[6.138762867465294, 1.0154584023411328]
[9.327959108526773, 2.799851962083446]
[8.771722737200008, 2.4734748596370926]
[7.043294838278021, 0.15772674985118473]
[7.182143869625523, 0.24750659893069926]
[9.846422108897547, -2.860373600016273]
[8.820442141015898, -1.6149772884842002]
[7.147917229592531, -2.7796872194274043]
[6.843172030387049, 2.4084732515060145]
[7.646755017014284, 2.1784212660447984]
[7.167955547050174, 1.9910801595446554]
[9.115034871933524, 1.8322609470036257]
[6.0631374731886805, -0.8221751732035463]
[8.608814222380648, 2.0558823397073223]
[7.128169231698529, 2.4145804605930903]
[7.997997683223351, -0.5359801305735137]
[9.826720090910744, 2.8650916391782117]
[8.163165066917816, -1.2700727528900315]
[8.349000820810463, 0.34894732859329525]
[7.394581653381796, -1.1357659138826546]
[8.386917901067553, 1.3271005454160063]
[6.800644087237517, -2.410346214539298]
[7.406436663498242, 0.45372016893538347]
[7.259096867896725, 2.8568259326074132]
[7.5094914128084875, -1.2983789882276047]
[6.05956731177303, -2.162331180724135]
[7.306308393713716, -1.5115736506673452]
[7.426989057095398, 2.610563717425278]
[7.6498400301405916, -2.528383729574701]
[6.211904160528674, -2.9364643300494135]
[6.0375172346643975, 1.9640697609864843]
[9.623784933596832, 2.5111288445757465]
[8.248421273185969, 1.5989192990776435]
[6.121209211622261, 2.2046338811906434]
[6.293604580818298, -1.9015334126397123]
[9.484688669941608, -2.635326435138718]
[7.177561097895804, 0.8263871896621513]
[9.14206887794019, 0.7153193312136665]
[7.298981976825764, 0.6722485097751267]
[6.69177877115341, 0.11705040203330863]
[9.82647373924514, -0.8519733226148309]
[7.1112917532198034, 0.6371555533847799]
[7.752915208940158, 2.394381895231888]
[8.699732802551726, 1.8772780021251343]
[6.335824800626433, 0.21812827545353453]
[8.056693746558095, 0.9599566045953222]
[9.399716162461251, 0.41586583979488934]
[7.05674986113634, 2.932033097184732]
[6.928500292627703, -2.306090849307264]
[7.277680445982235, -1.9555880287149208]
[8.842091718656814, 2.8419497745787097]
[9.68493072680594, -0.6119964591301956]
[7.9847798324372485, 2.317675328702423]
[6.54873804896641, -2.5677798447554006]
[9.733018870033566, 0.7025801322698577]
[9.124093540011362, -2.004817476328858]
[7.271639995994691, -0.6334330926814695]
[7.205376382618584, 1.099991900315866]
[7.043921236364974, -2.0862534723882575]
[8.581934249667027, -2.4260711290253014]
[9.414996188152328, -1.2653717909658504]
[8.307493466840883, 2.1841556378143845]
[7.216191787960515, -0.3739896670192716]
[7.689785842820908, -0.7661520001267768]
[9.830408139156477, -0.6312601151109473]
[6.390461271913426, 2.3379900922642136]
[7.322847939349952, 2.380179189722978]
[8.849345309325475, 0.7460060618118525]
[6.3436868478834425, -0.24575320857729432]
[9.906066836785309, 2.1891336965269472]
[7.113066902603641, 1.9006747998782774]
[7.512794152626748, -1.6822805683044377]
[8.353183785379438, -0.8906855124963658]
[8.431273337796293, 2.448424557528118]
[7.963459714939363, 2.7577005188053056]
[9.924842436467534, -2.904387708927446]
[7.328804933426079, -1.2906729370959344]
[6.396729421664435, 1.4457897652623348]
[6.301445844637817, -0.47279318855170926]
[8.914853827247539, 0.18342984013507402]
[9.277705014376044, -1.926332477324613]
[8.93111876933786, -2.9431289446464075]
[7.8361279837371125, 1.5834186071363434]
[6.454098582415819, 0.665455304344759]
[6.26089712017703, 2.1574732414727618]
[8.44279361297988, 2.9482511627421157]
[8.63529267018569, -2.3280092296468404]
[8.254603532876894, 2.3335981411800897]
[7.6247086322005035, -0.40071511375489877]
[9.236458314102341, 1.6028068272020553]
[7.020313283207114, 0.534644404912339]
[6.1783116388672195, -2.5463644235229155]
[9.493590976437378, -0.20991581070158793]
[8.343103721113495, -2.1229912756651617]
[7.242849564767639, -1.656174811084563]
[6.875241768649057, -1.5020248954064845]
[8.954031180938198, -1.178421798416278]
[8.02509214015046, 2.219926695715464]
[6.792440708504032, -1.2103873391254938]
[9.654874617762104, 2.1451644437719155]
[6.977490104552462, 2.2237704374125253]
[8.132283998511081, 2.701174227521941]
[6.1494846220072334, -0.5360893349259862]
[8.513099383129205, 2.840984470103584]
[6.892204902898228, 2.9482532527119947]
[8.844492225342421, -2.6512508898779856]
[7.881751825343789, 1.791444830873572]
[9.782984780297118, 1.3517684398873389]
[6.352899580208225, -2.3231744239518046]
[7.511768930794851, -0.18553940530432922]
[8.024765218308808, 2.48726135503184]
[7.621030678810242, -0.8522914643074421]
[7.396081229732458, -0.4896567095033596]
[7.011750745323413, -0.9844496690764102]
[7.9406456454594, 2.3204104630817053]
[9.065964391409784, 0.2939398850734455]
[6.772865433417785, -1.5976912820365512]
[8.765985691523506, 2.828088061487227]
[6.49593566500924, -0.33024581201203407]
[6.566758313200189, 1.579308386706975]
[9.561401880255405, -1.3019147075013822]
[9.307497629914485, 2.8098137566659993]
[7.60822210765219, 2.490195253679997]
[8.243598003605054, 0.999499085489338]
[7.848699612031785, 0.9664820821644211]
[6.099693863725029, -1.9694297793520636]
[7.241032223264216, 0.26290260281554756]
[9.907195311857238, -0.28862033636690143]
[9.729996842017622, 0.3415489063879109]
[8.30569562624234, 1.945406819386704]
[7.784435642107132, -0.7115527838828614]
[6.872712199176785, 2.4067100833572397]
[8.911285237845775, -2.4888718640216414]
[6.256874667193438, -0.842542724615953]
[6.745014210724995, 2.785049846043445]
[7.136658689447335, -2.447791888667813]
[8.574406178139434, -2.8451906714671384]
[8.662976229939712, -1.7625800172397885]
[6.342323200332646, 2.3575647930831645]
[8.458249305974718, 2.3908962100500606]
[8.008680006226747, 2.029149562482237]
[9.21448233875511, 1.3103497449310435]
[7.034097940875714, -2.4663697339758284]
[9.979088411950357, -1.5307728747867317]
[7.629352146627919, -0.9061014866171722]
[6.359942961781003, -2.215658064770918]
[7.086336263725734, -1.684651476986856]
[6.85786277420415, 2.1508114835536407]
[6.605490339459245, -2.663410373313324]
[6.03186106897391, 0.275415613293143]
[9.440530362495577, -2.0270485377419547]
[8.538903446778022, 2.9261035322408926]
[7.378104239714852, 1.2124879542711653]
[6.079438728836898, -1.6461160309441087]
[8.751413036869288, -2.1507309881676955]
[6.432681655954893, -1.875526134087142]
[6.084724112160315, -1.5336924503229645]
[9.803310470619783, -0.617907976468596]
[8.289423045441753, 2.1034054151979444]
[7.256747887376513, 2.6844701110331153]
[9.11617020044766, 2.5073382210823847]
[8.052299050435371, -1.1295139630058473]
[9.027127909967184, -2.044688404717742]
[7.0537231799142495, -1.5318789070659622]
[7.9786189678860024, -0.11251268347910792]
[9.888166120442026, 2.20439298166232]
[6.661819525942789, 1.0189368801923717]
[7.898611126543533, -2.8463105436140363]
[7.741255645130195, 2.414442835155197]
[9.519812695492764, -2.7551806221438344]
[9.947020412702814, 0.6376619069618966]
[6.622925991668236, -0.35050916696706336]
[9.208010875957726, -2.037452187578052]
[7.900729258411975, -0.01347644311942131]
[9.625857078818052, -2.5098851752437]
[8.978957138586283, -2.628129833920627]
[8.102281319176837, 2.100032443455288]
[6.614959923978127, -0.26984889115525323]
[7.5960918498150685, -2.5767099473539816]
[7.797788519679331, -1.2496769322352073]
[7.090783611804671, -1.2553069579109584]
[7.297695477724204, 2.175546932531061]
[6.0686031605357655, -1.946901528491575]
[9.99435867146559, 0.7268887008748114]
[8.51970028239837, 2.5695279848935364]
[6.178436234600782, -2.6591184230951956]
[6.098640233420802, 0.5247669745070301]
[6.100716359977663, -1.0504640799063596]
[6.051697160956373, 2.858786061198418]
[6.741083079252664, 2.918070274793611]
[6.7890379590848005, 0.0746240254675461]
[8.973919705765399, 2.0639384076319054]
[6.309856240438501, -1.4707800665919264]
[8.347976837276978, -2.4829556934488455]
[6.781801258857541, -1.8277153909523949]
[8.161104458865262, -2.33112062959916]
[7.297681536551811, -1.9467028537962165]
[6.554843544735384, -1.4623185390990345]
[8.29880970226812, -2.6083249336080865]
[8.919432752717714, -1.7415110386773232]
[9.180303369205243, -0.9830536475559944]
[9.903867337953802, 1.7652346084167219]
[7.864611162188791, 0.28155789166732437]
[9.553208760099878, 0.42616127544039706]
[8.037997636036279, 0.09841039464760626]
[7.141581550846909, 1.0436325851799544]
[8.474485412674161, -1.0334615781342356]
[9.446577219989745, -1.4542458678694894]
[9.297854289614582, -1.3467151497962104]
[7.52703470683319, -0.21595116775722434]
[7.554927183514401, 2.5746657981262335]
[8.859913564148679, 2.513685796551261]
[7.189965840583211, -1.0000592040484162]
[7.700765753076102, -1.5939718019001448]
[7.667717216316298, 2.392815429756181]
[7.366003894972036, 0.23287246258043626]
[9.023286595884024, 0.4199621913334477]
[7.4858467422195, -1.810377786919973]
[6.202061436224759, 2.891906451560665]
[6.8136165668559565, -0.41793886378840606]
[7.242496103612828, -1.0413432090464108]
[8.950779072441328, -2.911838628502842]
[9.458939384481353, 1.2846759220501194]
[8.468559870691966, 2.106439718549729]
[7.710396519569042, 0.7555686293329722]
[6.350090760505765, 0.7234467613649052]
[7.951235156351738, 2.2527071139936488]
[6.621263095861562, 1.4795482999318683]
[6.424967939989557, -2.0370791817582714]
[9.80945316618663, 0.205569630200635]
[6.542689863986414, 2.0425963040239434]
[6.298713528473479, 0.05647914297149381]
[8.164096360425651, -1.499210003281821]
[7.299641087081586, 1.5645746706381334]
[6.038533822240676, 0.6385505819941807]
[8.793155324998615, 2.5570816580891047]
[7.357186476514828, -2.88883689733951]
[6.589553114777584, -0.9166561976554314]
[7.322374946287652, -1.0469224677166735]
[6.176733891141877, 1.3549366518748518]
[6.785138756393122, -1.6931760999477674]
[6.14424137223438, 2.9357655078496636]
[7.611841087109088, 2.2298433369488233]
[8.64642758437307, -1.74531751172503]
[9.999515841000145, -1.4205207464839236]
[8.930421593796412, -0.8307513649281036]
[9.949995262211168, -0.3185485753742573]
[7.719717437403833, -2.596305455437175]
[6.306685804557801, 0.4599218782250749]
[8.154027710382394, 0.30739698597146037]
[8.712216116962235, -0.008825744073030273]
[8.099444716959512, -1.2771079888273333]
[9.880610812685944, -0.10083495706385759]
[9.940376601181793, 2.4466746744078782]
[8.487050133472723, -2.5851168446824286]
[9.299412466006142, -2.9444855210446885]
[7.284614029943964, -0.9239828616520621]
[6.817089600552981, 0.9543492762249711]
[8.154034280054013, 2.26492415529448]
[8.668935086559056, 1.0940456086343597]
[7.094879298684687, 0.422255847201079]
[9.627015119143648, 2.266238438867193]
[9.886050605050471, -2.746451520851072]
[7.980206954436268, -1.4144562448105473]
[8.388474205683805, -0.18599074213990274]
[6.3964521471165625, -1.612511653123497]
[8.271710602383834, -1.182290627223769]
[9.950546767393515, -2.427187361658995]
[7.642039203554916, 1.3144470323309982]
[7.685383211693326, 0.49686321293401314]
[6.0926270500941575, 2.1441217431860355]
[7.3514307393287, -1.4945555451708386]
[9.064624751092413, -0.04189412201517462]
[8.173042439199532, -2.480590643735966]
[8.271003657845025, 0.8478566485395913]
[9.937053618559407, -2.5086484516407923]
[8.909755460509327, -0.8430335838601152]
[8.4877221062884, 0.878386439057716]
[9.60937406750523, -1.0761321591665294]
[6.146438510752165, -2.3348367360654594]
[9.723368035343764, 2.250683806639965]
[9.944727154924758, -0.644044629329549]
[7.239080445697112, 1.9906233394065869]
[6.346443849835669, -1.1115096798156672]
[8.445936312365527, 0.2656060066516971]
[8.213899958524294, 2.533112430953639]
[8.896201655524665, -1.8052194139720892]
[8.968049957816714, -2.454115917954184]
[8.729299543586409, -2.8865207501732866]
[6.827948483055499, 2.4312019941420777]
[9.264701723830154, 1.461133476136788]
[8.585921965227424, 2.7272316229517375]
[9.60956245144676, 0.4894253279531622]
[6.955548410023129, -0.5059492048755101]
[9.261839101347656, 2.2989932368916857]
[9.42448839311944, -0.27239962992359223]
[8.76037351202293, 1.042559007259893]
[8.252553506837202, -0.5848497284889171]
[9.082180787426346, 0.9753065648552421]
[6.602696870381452, -1.433748833991337]
[9.988187306608435, -1.4546643557557388]
[9.386604640803988, 1.5695804589393367]
[8.850774339715802, 1.2856356645303277]
[9.535071491613296, 1.996951476090676]
[9.700584918175037, -1.6515889404258333]
[8.59369133632387, 1.3585914289896164]
[7.799053655608427, 0.551343939345934]
[8.358877355942123, 1.6058637666783788]
[6.66457361835752, 2.2327264828068243]
[9.113456467268382, -1.1132867420495425]
[8.651264919205865, 0.8846296610560715]
[8.89946197343286, 1.5573585670336896]
[7.959565299318925, 1.802850008938497]
[8.306166375790426, -1.1178020950607785]
[7.460577122183784, 1.7073628101727838]
[9.129477657137599, -0.8411913878401525]
[8.961213567231308, 2.041794206121288]
[6.881008617165068, 1.6342037384344397]
[7.6671442168737105, 0.1050696674854179]
[6.129523469029555, 1.3303420906437693]
[7.844968861254845, -0.929549925006111]
[7.477459322066994, -1.3271850720554317]
[7.428496071124134, -0.4958783116420261]
[7.537851142507754, 0.09894342750285745]
[8.329704862619941, 0.014294262830978566]
[9.40658161533828, 1.2996193860480079]
[6.829973690671548, 1.9786872002158586]
[9.777718620448212, -1.1833628417512658]
[6.093484358108965, -2.0053859866542383]
[8.562292103103754, -0.7693622159845968]
[9.142397901100603, -0.17018744913720307]
[7.88560597930237, -2.9238133893341742]
[7.029775949457296, 0.42718115865302086]
[6.8658798174380635, 2.1134229510317613]
[9.786197841289999, -1.5793757740254128]
[6.294022728139124, 0.17037980777036155]
[7.234587869551667, -1.5451089430481135]
[7.425296371761125, 0.5219113562845468]
[9.127649506174455, -0.5879476554925459]
[9.663302676789653, 1.4734850749692439]
[6.610001420099472, -1.149620673883108]
[9.011452088932296, 2.2692493069945936]
[6.226425232207095, 1.8076583344422035]
[7.213095322958681, 1.410905441139358]
[6.0299252783084505, -1.0521474837258886]
[8.848295022799341, -0.4970825739491429]
[9.51432601477086, 0.8932395664153321]
[7.315290118589861, -0.09384739891201088]
[8.406697166817843, 0.6223561740846559]
[6.016420286996483, -2.0381943163729725]
[7.163358347808703, -0.4186507279585834]
[7.600772135670318, -1.0962650176084598]
[9.277478695493823, 1.58266436145048]
[8.126183492663563, -2.958474363245873]
[8.010602672928243, -2.7457360702091105]
[7.8262556318944085, -0.7414388140977228]
[6.654288339954407, 2.6144674604662494]
[7.24610484992478, -0.145181578571713]
[7.014699452205008, 1.0094371669041549]
[6.64589223562212, 1.6998651996771665]
[9.207658069659406, -0.027762275437908435]
[6.464758267071847, -0.9516737046949962]
[6.658846343031198, -1.5539709545448637]
[9.367927369733366, 1.7574205363625377]
[8.951815203781342, 2.97977267335182]
[6.02172183119367, 2.2248547521253372]
[7.314051323138534, -2.1782009115774463]
[7.6268825768424495, -0.2639640040587511]
[8.234726174620029, -0.6905387882378627]
[8.79655653571599, 1.671630826030683]
[7.049298716237462, 2.020019191229476]
[6.8568462940776165, 1.899231963488298]
[9.163503795826223, -0.31662323281248284]
[7.625007694866873, 1.9850639283254763]
[8.807779450597987, -2.0657149146869167]
[7.53569875118502, 0.9426653604531743]
[7.916200110244558, 1.9781845207722564]
[7.167514453570199, 2.937849165817799]
[8.19127384077236, -2.357855865668593]
[8.858931103378586, -1.3826619051362414]
[7.279894888193117, 1.3869651564765846]
[6.903222017735994, 0.4844047543203994]
[6.362091761185633, -0.4269199695554262]
[7.5472187341874895, 0.39322328275161744]
[7.535745920754606, -0.2929689355451064]
[8.52154136101122, -2.117239792859085]
[8.965887912193152, 1.7926333266326107]
[7.920667546048748, -2.607796294568929]
[9.119079137607898, -1.5998653245457672]
[9.16577891740854, 2.2694768739282587]
[9.542857182409868, -0.9505271585501331]
[6.662019043672225, -2.1108405480755588]
[6.723797080617733, -1.9334830701157832]
[8.48038398691832, 2.857456547158611]
[8.336159324278544, 0.7804908616296033]
[9.434361049420247, 2.882265675262832]
[9.447826462953968, 2.994619616905547]
[9.50552307260231, -1.0592598066823367]
[7.150451189714153, -1.2598739671938346]
[7.719623772194228, -1.8975283094800353]
[9.231656211051062, -2.1157154872872272]
[6.403904114995089, 0.18511031512287202]
[9.106453135408872, -2.433784577511858]
[8.380493277815784, -0.6898238501631355]
[6.84051939764555, 0.9505161178905499]
[6.590351308510736, 0.8317372999410003]
[7.677858385662933, -0.10224289369886963]
[7.756955622016142, -0.8051486124352618]
[6.293476116908586, -2.8274972463106764]
[9.873786875510604, -0.4797957077399373]
[8.422003243350227, 1.9830138933359107]
[9.236343934815338, 0.8640223219235694]
[8.473083008809764, 0.2925718388794033]
[8.534695992357062, -0.033808386363314735]
[6.212319699770494, 1.3511585726660238]
[9.127781735406959, -2.043301020886549]
[8.72160388485002, 2.9997881289979595]
[7.373237941190944, 1.2789343122545114]
[9.656055402337755, 0.37320984183083783]
[6.511496017188512, -0.20083637227832296]
[7.157343143293387, -0.8895670170881826]
[6.716540292786692, 2.700454332012996]
[9.93368778175352, 1.8612847617690016]
[8.178421831438499, 1.3157948421566092]
[9.324351973604616, -2.375665086425199]
[7.461278754134067, 0.8198419582904167]
[8.777829001395784, -0.127448275238375]
[9.205359729925643, 0.07636546457697169]
[7.819741412152528, 1.3235732360454464]
[8.104411152676281, -0.2816324377817253]
[7.373607553440375, 2.601460630210857]
